Puertas,Con cámara de retroceso,Kilómetros,Precio_usd,Marca_Alfa Romeo,Marca_Audi,Marca_BAIC,Marca_BMW,Marca_Chery,Marca_Chevrolet,Marca_Citroën,Marca_DS,Marca_Daihatsu,Marca_Dodge,Marca_Fiat,Marca_Ford,Marca_GWM,Marca_Haval,Marca_Honda,Marca_Hyundai,Marca_Isuzu,Marca_JAC,Marca_Jaguar,Marca_Jeep,Marca_Jetour,Marca_Jetur,Marca_KAIYI,Marca_Kia,Marca_LandRover,Marca_Lexus,Marca_Lifan,Marca_Mercedes-Benz,Marca_Mini,Marca_Mitsubishi,Marca_Nissan,Marca_Peugeot,Marca_Porsche,Marca_Renault,Marca_SsangYong,Marca_Subaru,Marca_Suzuki,Marca_Toyota,Marca_Volkswagen,Marca_Volvo,Traccion_2WD,Traccion_4M,Traccion_4x2,Traccion_4x4,Traccion_AWD,Traccion_Desconocida,Traccion_FWD,Color_Blanco,Color_Color,Color_Desconocido,Color_Gris,Color_Negro,Cilindrada,Combustible_Diésel,Combustible_Eléctrico,Combustible_GNC,Combustible_Híbrido/Nafta,Combustible_Mild Hybrid,Combustible_Nafta,Combustible_Nafta/GNC,Transmision_Automática,Transmision_Automática secuencial,Transmision_Manual,Transmision_Semiautomática,Vendedor_concesionaria,Vendedor_particular,Vendedor_tienda,Modelo,antiguedad,score_estado_auto,estado_relativamente_nuevo,estado_usable,estado_viejo,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7
5.0,0,119000,16738.197424892704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10,8.0,0.3442906706089086,0,1,0,False,False,False,False,False,True,False,False
5.0,1,1111,25836.909871244636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,1.0,0.696979608193651,1,0,0,False,True,False,False,False,False,False,False
5.0,0,138800,28500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8.0,0.3381638267515241,0,1,0,False,False,False,False,False,True,False,False
5.0,0,88000,13900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,18,8.0,0.3563041164881629,0,1,0,True,False,False,False,False,False,False,False
5.0,0,203000,13624.721030042918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,13.0,0.20398236426990635,0,0,1,False,False,True,False,False,False,False,False
5.0,1,0,24892.61802575107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,16,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,121000,11400.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,11.0,0.27219862049622695,0,0,1,False,False,False,False,True,False,False,False
5.0,1,75000,29999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,17,5.0,0.4340958875795229,1,0,0,False,False,False,True,False,False,False,False
5.0,1,0,21459.227467811157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,33,1.0,0.9761904761904762,1,0,0,False,True,False,False,False,False,False,False
5.0,0,99200,17596.56652360515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,9.0,0.3277255818621236,0,1,0,True,False,False,False,False,False,False,False
5.0,1,14800,24206.008583690986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10,1.0,0.5939348849995663,1,0,0,False,False,False,False,False,False,False,True
5.0,1,0,33819.742489270386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,91000,16000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,56,7.0,0.37877917948517664,0,1,0,True,False,False,False,False,False,False,False
5.0,0,248000,11158.798283261802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,16,10.0,0.26744047708226515,0,1,0,False,False,True,False,False,False,False,False
5.0,0,90000,16738.197424892704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,29,7.0,0.37921904795417294,0,1,0,True,False,False,False,False,False,False,False
5.0,1,13310,41000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,21,1.0,0.5981586863632159,1,0,0,False,False,False,False,False,False,False,True
5.0,0,180000,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,53,16.0,0.13734066086392077,0,0,1,False,False,True,False,False,False,False,False
5.0,0,113000,12800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,21,9.0,0.3225406295555612,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,39055.79399141631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12,1.0,0.9761904761904762,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,26953.64806866953,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1.0,0.9761904761904762,1,0,0,False,True,False,False,False,False,False,False
5.0,0,98000,15364.80686695279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,37,8.0,0.3520195870376215,0,1,0,True,False,False,False,False,False,False,False
5.0,0,114000,14841.201716738198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,9.0,0.32218989794271496,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,29957.08154506438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,17000,24463.51931330472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,45,2.0,0.5646088530704014,1,0,0,False,False,False,False,False,False,False,True
5.0,1,1000,38626.609442060086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,0.0,0.7249753827747794,1,0,0,False,True,False,False,False,False,False,False
5.0,1,1234,43500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,69,0.0,0.716612830129251,1,0,0,False,True,False,False,False,False,False,False
5.0,1,17000,24806.8669527897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8,1.0,0.5884183768799252,1,0,0,False,False,False,False,False,False,False,True
5.0,0,183000,13304.721030042918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,42,17.0,0.11287314005787574,0,0,1,False,False,True,False,False,False,False,False
5.0,1,1000,23948.497854077257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8,1.0,0.7011658589652555,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,25579.3991416309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,36,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,16060,32965.30472103004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,0.5906825914447835,1,0,0,False,False,False,False,False,False,False,True
5.0,1,140000,19742.489270386268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,25,10.0,0.290202098287116,0,1,0,False,False,False,False,False,True,False,False
5.0,1,105000,17167.38197424893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,7.0,0.3730826606418136,0,1,0,True,False,False,False,False,False,False,False
5.0,0,189000,11000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,14.0,0.18301747375381172,0,0,1,False,False,True,False,False,False,False,False
5.0,1,0,27896.995708154507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,152000,11900.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,28,11.0,0.2631188519149295,0,0,1,False,False,False,False,True,False,False,False
5.0,0,71600,25742.489270386268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22,7.0,0.38832363496601074,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,28326.18025751073,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,39,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,38798.28326180258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,2.0,0.9523809523809523,1,0,0,False,False,False,False,False,False,False,True
5.0,1,181000,18884.12017167382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,21,10.0,0.2799772607152163,0,1,0,False,False,True,False,False,False,False,False
5.0,0,99920,14678.111587982832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.8,0,0,0,0,0,1,0,0,0,1,0,0,0,1,12,10.0,0.30362817444923135,0,1,0,False,False,False,False,True,False,False,False
5.0,0,165000,17990.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,16,12.0,0.23604249631493301,0,0,1,False,False,True,False,False,False,False,False
5.0,0,143900,11587.982832618023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,12.0,0.241489282544679,0,0,1,False,False,False,False,True,False,False,False
5.0,1,160000,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,24,9.0,0.3086960224319922,0,1,0,False,False,False,False,False,True,False,False
5.0,0,137000,12017.167381974248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,15,12.0,0.24344534814915864,0,0,1,False,False,False,False,True,False,False,False
5.0,1,4500,41630.90128755365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,16,0.0,0.6651318152828907,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,22145.836909871243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,97000,28500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,21,6.0,0.40004692257413965,0,1,0,False,False,False,True,False,False,False,False
5.0,1,0,29800.85836909871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,29,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,67000,24000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10,7.0,0.3909669544237907,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,25667.731330472103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1.0,0.9761904761904762,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,25965.669527896996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,92000,33500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,24,5.0,0.42596316598458883,1,0,0,False,False,False,True,False,False,False,False
5.0,0,170000,21500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,7,13.0,0.2110445889251788,0,0,1,False,False,True,False,False,False,False,False
5.0,1,150000,16900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,12.0,0.23983659233876442,0,0,1,False,False,False,False,True,False,False,False
5.0,1,0,29785.40772532189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,39,4.0,0.9047619047619048,1,0,0,False,False,False,False,False,False,False,True
5.0,0,111111,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,14.0,0.20416409465611002,0,0,1,False,False,False,False,True,False,False,False
5.0,1,99903,18884.12017167382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,15,6.0,0.39887304299630555,0,1,0,False,False,False,True,False,False,False,False
5.0,0,93000,16995.70815450644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,22,8.0,0.3541042368411076,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,40343.34763948498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,235000,20500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,32,18.0,0.07910767617520459,0,0,1,False,False,True,False,False,False,False,False
5.0,1,0,32618.02575107296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,27,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,30643.776824034336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,8,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,48068.66952789699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,47,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,60000,17939.91416309013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,36,7.0,0.39535963505333815,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,25665.236051502143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,256000,12017.167381974248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,88,10.0,0.26617662574796586,0,1,0,False,False,True,False,False,False,False,False
5.0,1,1000,23753.64806866953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,49,1.0,0.7011658589652555,1,0,0,False,True,False,False,False,False,False,False
5.0,1,35000,22200.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,42,3.0,0.5120536998555901,1,0,0,False,False,False,False,False,False,False,True
5.0,0,93000,31000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,24,7.0,0.3779137606506314,0,1,0,True,False,False,False,False,False,False,False
