Puertas,Con cámara de retroceso,Kilómetros,Precio_usd,Marca_Alfa Romeo,Marca_Audi,Marca_BAIC,Marca_BMW,Marca_Chery,Marca_Chevrolet,Marca_Citroën,Marca_DS,Marca_Daihatsu,Marca_Dodge,Marca_Fiat,Marca_Ford,Marca_GWM,Marca_Haval,Marca_Honda,Marca_Hyundai,Marca_Isuzu,Marca_JAC,Marca_Jaguar,Marca_Jeep,Marca_Jetour,Marca_Jetur,Marca_KAIYI,Marca_Kia,Marca_LandRover,Marca_Lexus,Marca_Lifan,Marca_Mercedes-Benz,Marca_Mini,Marca_Mitsubishi,Marca_Nissan,Marca_Peugeot,Marca_Porsche,Marca_Renault,Marca_SsangYong,Marca_Subaru,Marca_Suzuki,Marca_Toyota,Marca_Volkswagen,Marca_Volvo,Traccion_2WD,Traccion_4M,Traccion_4x2,Traccion_4x4,Traccion_AWD,Traccion_Desconocida,Traccion_FWD,Color_Blanco,Color_Color,Color_Desconocido,Color_Gris,Color_Negro,Cilindrada,Combustible_Diésel,Combustible_Eléctrico,Combustible_GNC,Combustible_Híbrido/Nafta,Combustible_Mild Hybrid,Combustible_Nafta,Combustible_Nafta/GNC,Transmision_Automática,Transmision_Automática secuencial,Transmision_Manual,Transmision_Semiautomática,Vendedor_concesionaria,Vendedor_particular,Vendedor_tienda,Modelo,antiguedad,score_estado_auto,estado_relativamente_nuevo,estado_usable,estado_viejo,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7
5.0,1,11000,34763.94849785408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6,3.0,0.5581272510187405,1,0,0,False,False,False,False,False,False,False,True
5.0,1,26000,25321.888412017168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38,3.0,0.523886333830907,1,0,0,False,False,False,False,False,False,False,True
5.0,0,150000,6500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,10,20.0,0.049360401862573955,0,0,1,False,False,True,False,False,False,False,False
5.0,0,78000,13390.557939914162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,59,11.0,0.2896774618385013,0,0,1,False,False,False,False,True,False,False,False
5.0,1,0,48990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,86000,19742.403433476396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7.0,0.38102879953720425,0,1,0,True,False,False,False,False,False,False,False
5.0,1,11111,24500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,4.0,0.5339180763535842,1,0,0,False,False,False,False,False,False,False,True
5.0,1,0,34669.52789699571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,33,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,38626.609442060086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,109,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,48800,19656.65236051502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7,6.0,0.42739393375677986,0,1,0,False,False,False,False,False,False,True,False
5.0,0,85000,18025.751072961375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,54,6.0,0.4053039153874134,0,1,0,False,False,False,True,False,False,False,False
5.0,1,29000,53000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,22,3.0,0.5195394724628704,1,0,0,False,False,False,False,False,False,False,True
5.0,1,145000,18500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28,15.0,0.1697575691786073,0,0,1,False,False,True,False,False,False,False,False
5.0,1,125000,45000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,28,5.0,0.4137610863960471,1,0,0,False,False,False,True,False,False,False,False
5.0,1,74500,31330.472103004293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,81,7.0,0.3867431125167006,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,29442.06008583691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,27742.41459227468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.0,0.9761904761904762,1,0,0,False,True,False,False,False,False,False,False
5.0,0,39000,19800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,9,6.0,0.4363174644942572,0,1,0,False,False,False,False,False,False,True,False
5.0,0,62529,18025.751072961375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18,6.0,0.41752567169069565,0,1,0,False,False,False,True,False,False,False,False
5.0,0,190000,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,25,17.0,0.11137883365195328,0,0,1,False,False,True,False,False,False,False,False
5.0,1,0,45700.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,51004,20515.021459227468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,28,4.0,0.47325454225923774,1,0,0,False,False,False,False,False,False,False,True
5.0,0,114714,13304.721030042918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,22,10.0,0.2981318292297714,0,1,0,False,False,False,False,True,False,False,False
5.0,1,51500,29000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3.0,0.4966788205765124,1,0,0,False,False,False,False,False,False,False,True
5.0,1,0,31673.81974248927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,1.0,0.9761904761904762,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,24149.355364806863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,37000,29000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,11,2.0,0.5336511532132527,1,0,0,False,False,False,False,False,False,False,True
5.0,1,56839,20515.021459227468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5.0,0.4451331355804331,1,0,0,False,False,False,True,False,False,False,False
5.0,1,10000,33390.557939914164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,11,1.0,0.6095400569300444,1,0,0,False,False,False,False,False,False,False,True
5.0,1,0,24034.334763948496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,13,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,48000,32500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28,6.0,0.4280519207834016,0,1,0,False,False,False,False,False,False,True,False
5.0,1,0,20446.35193133047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,9,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,130000,8154.50643776824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,42,9.0,0.3169617001084734,0,1,0,False,False,False,False,False,True,False,False
5.0,1,52000,26500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,33,4.0,0.4724846815813071,1,0,0,False,False,False,False,False,False,False,True
5.0,0,72000,16500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,22,6.0,0.4119113889715799,0,1,0,False,False,False,True,False,False,False,False
5.0,1,0,27467.81115879828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,61,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,113500,18000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.8,0,0,0,0,0,1,0,0,0,1,0,0,1,0,39,13.0,0.22712678224490063,0,0,1,False,False,False,False,True,False,False,False
5.0,1,13352,19742.489270386268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2.0,0.5742237542956319,1,0,0,False,False,False,False,False,False,False,True
5.0,1,70000,25751.07296137339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,6.0,0.41303280314344265,0,1,0,False,False,False,True,False,False,False,False
5.0,0,176000,14500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10,14.0,0.1858543058526766,0,0,1,False,False,True,False,False,False,False,False
5.0,0,75000,27500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,10.0,0.3150482685319039,0,1,0,False,False,False,False,True,False,False,False
5.0,0,117000,12800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.8,0,0,0,0,0,1,0,0,0,1,0,0,1,0,11,12.0,0.24972729989500064,0,0,1,False,False,False,False,True,False,False,False
5.0,1,0,26223.004291845493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,61,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,36457,24034.334763948496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10,3.0,0.5104301538593347,1,0,0,False,False,False,False,False,False,False,True
5.0,1,55000,33304.72103004292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,34,3.0,0.494061430295051,1,0,0,False,False,False,False,False,False,False,True
5.0,1,1600,25000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,11,3.0,0.6348517611020823,1,0,0,False,False,False,False,False,False,False,True
5.0,1,0,54077.25236051502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,22,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,132000,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,87,9.0,0.3163539352132087,0,1,0,False,False,False,False,False,True,False,False
5.0,0,88700,16309.01287553648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,10,7.0,0.37979824106435495,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,42852.01716738197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,21,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,229000,8700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,15.0,0.15156582119034767,0,0,1,False,False,True,False,False,False,False,False
5.0,1,0,31759.65665236051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2.0,0.9523809523809523,1,0,0,False,False,False,False,False,False,False,True
5.0,1,50000,57000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,53,5.0,0.4502364304487826,1,0,0,False,False,False,False,False,False,False,True
5.0,0,88000,16738.197424892704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,34,8.0,0.3563041164881629,0,1,0,True,False,False,False,False,False,False,False
5.0,1,0,39781.28755364807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,1.0,0.9761904761904762,1,0,0,False,True,False,False,False,False,False,False
5.0,1,21000,37339.055793991414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10,2.0,0.5561974789351236,1,0,0,False,False,False,False,False,False,False,True
5.0,0,240000,16900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,39,17.0,0.10207910663659808,0,0,1,False,False,True,False,False,False,False,False
5.0,1,0,32017.15965665236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,34,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,36000,33000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,13,4.0,0.48712277767041345,1,0,0,False,False,False,False,False,False,False,True
5.0,1,63500,31000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,16,6.0,0.4169122597474691,0,1,0,False,False,False,True,False,False,False,False
5.0,0,236000,17999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,16,11.0,0.24560530665479408,0,0,1,False,False,True,False,False,False,False,False
5.0,1,0,30899.570815450643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,53000,18025.751072961375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,78,5.0,0.4479168991696678,1,0,0,False,False,False,False,False,False,False,True
5.0,1,0,45407.725321888414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,1,0,23180.137339055793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,0.0,1.0,1,0,0,False,True,False,False,False,False,False,False
5.0,0,118000,23900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,9.0,0.3208170795553712,0,1,0,False,False,False,False,False,True,False,False
5.0,0,76000,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,10,12.0,0.2669019601713695,0,0,1,False,False,False,False,True,False,False,False
5.0,0,105000,18454.935622317596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,57,6.0,0.3968921844513374,0,1,0,True,False,False,False,False,False,False,False
5.0,1,15500,37800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,54,1.0,0.592095359536543,1,0,0,False,False,False,False,False,False,False,True
5.0,0,105500,23000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,26,15.0,0.1824173593441415,0,0,1,False,False,True,False,False,False,False,False
