prediccion
184089810.0
11958850.0
54312610.0
8778006.0
31738384.0
200808590.0
167934800.0
54400564.0
87663140.0
200807260.0
104113780.0
54407710.0
295573300.0
177558530.0
87677700.0
366218000.0
54290864.0
217497380.0
54319136.0
67289520.0
57914336.0
241638960.0
208185220.0
158061100.0
46718980.0
114492570.0
152511950.0
54342970.0
137666450.0
79992380.0
57957780.0
152491410.0
57992264.0
11943912.0
654405600.0
504947260.0
52359700.0
57817176.0
115412400.0
207167150.0
338337500.0
54423348.0
106149624.0
54463096.0
93198220.0
54303590.0
425015500.0
122815570.0
169213170.0
54338092.0
431288830.0
215658510.0
195190430.0
255343400.0
269547940.0
156240540.0
448004130.0
54449224.0
96920740.0
245384900.0
6263414.5
245399380.0
119104744.0
115402420.0
78392490.0
67280930.0
263920130.0
54309120.0
232353900.0
263964830.0
217505040.0
128363420.0
54328520.0
171072780.0
120973170.0
76554740.0
431269150.0
329048740.0
150487180.0
245341650.0
54319256.0
129341440.0
54399452.0
152496850.0
161809360.0
117268110.0
195219730.0
54324116.0
25469946.0
122835120.0
79319840.0
219328100.0
56145390.0
54318560.0
106124750.0
148811380.0
189671790.0
154369710.0
182938860.0
163679250.0
54331310.0
108023740.0
54461130.0
93196800.0
54461130.0
54343544.0
54430136.0
152511420.0
163649740.0
169210160.0
70997360.0
206728220.0
35275450.0
54350824.0
319732960.0
226779470.0
54287440.0
63613696.0
169200860.0
206367970.0
77486270.0
10079916.0
54303484.0
505601000.0
96932616.0
788923140.0
50490800.0
54314240.0
78384470.0
124893840.0
135809070.0
208197220.0
54358920.0
158084050.0
156212160.0
95051820.0
100626990.0
241645800.0
100600790.0
49963790.0
54311296.0
54312710.0
54357770.0
54308656.0
115393600.0
54333276.0
76536190.0
109864056.0
63057430.0
412808600.0
774843000.0
358755100.0
78406900.0
47601024.0
119085630.0
154354820.0
4543660.5
54311692.0
54604880.0
54313656.0
54285910.0
169213100.0
70487760.0
356900700.0
54313656.0
54293790.0
319764960.0
54363850.0
214753090.0
54306500.0
115400020.0
54363850.0
54320270.0
117252080.0
102471170.0
280700260.0
152523040.0
165500700.0
95075850.0
102455180.0
8647134.0
433217000.0
119099660.0
197052740.0
185923360.0
211888900.0
217470830.0
54314240.0
364340800.0
168318600.0
263918820.0
54309696.0
54357770.0
319745700.0
100138800.0
137659310.0
245371620.0
252785060.0
8824912.0
158811820.0
74684350.0
54319850.0
52355720.0
15991530.0
288138460.0
198950860.0
301137900.0
54310760.0
58003132.0
286284740.0
4576423.5
250963950.0
54394176.0
91120200.0
194806260.0
61731990.0
145056270.0
206322900.0
122825220.0
152534600.0
140253420.0
115367176.0
54359730.0
172952340.0
232359820.0
561422140.0
54343544.0
54494704.0
54141750.0
139501920.0
54469430.0
72833120.0
54312610.0
54463096.0
176649840.0
54357770.0
54409820.0
54407016.0
148813650.0
245356510.0
39181510.0
168303730.0
141392160.0
139512930.0
171049630.0
126521970.0
127630430.0
226786290.0
54308064.0
54390690.0
69154000.0
54325090.0
7243065.0
54370896.0
210066510.0
156217340.0
86816340.0
317872600.0
100980730.0
54346580.0
250944850.0
180371410.0
274195360.0
3382138.8
80249910.0
8631502.0
57356596.0
169217440.0
54356384.0
54309120.0
208223470.0
57936480.0
111698590.0
111706410.0
133943830.0
217512540.0
148819890.0
54318856.0
54330540.0
143247570.0
236069420.0
204525600.0
208245180.0
150666200.0
381063260.0
54463096.0
228638510.0
301161250.0
54318560.0
137684380.0
174142850.0
156789010.0
226766820.0
123141970.0
245379070.0
54268780.0
54374084.0
54388780.0
184066190.0
394173220.0
54283584.0
366199140.0
53014956.0
54350464.0
46763104.0
54406244.0
54211670.0
54329216.0
208232300.0
106143450.0
7474655.0
208225250.0
57837670.0
54293596.0
54358920.0
7471226.5
54357770.0
291846080.0
14104287.0
111737920.0
299288540.0
462075070.0
54337064.0
57987870.0
302987170.0
54397660.0
54351050.0
275111260.0
54562252.0
96903300.0
362478460.0
54359730.0
223052640.0
119121600.0
52960260.0
226755700.0
539085400.0
91360310.0
22905826.0
132105210.0
54312012.0
176650350.0
297423230.0
25494992.0
414542100.0
54346870.0
122808024.0
161773250.0
228614820.0
54233824.0
54313750.0
161687570.0
189685860.0
319734560.0
139522080.0
57887444.0
132610180.0
91352360.0
263978800.0
269866850.0
282550340.0
54325610.0
54358384.0
215654270.0
31357186.0
319741280.0
23548248.0
336482530.0
54313656.0
54346188.0
147224850.0
85817810.0
109872264.0
282555840.0
92271780.0
54358920.0
54342040.0
225314350.0
124296020.0
215678500.0
349478270.0
67306910.0
7475684.5
176689070.0
54316530.0
87655100.0
217492260.0
224905440.0
54314240.0
133944930.0
54329960.0
490758050.0
